DATA_REF_SYNTAX,SUB_EX_ID,ENS_MEMBER,TABLE_ID,VAR_NAME,GRID_LABEL,VERSION_NO,HANDLE,SUBPANEL
CMIP6.CMIP.NCAR.CESM2.1pctCO2,none,r1i1p1f1,Amon,tas,gn,20190425,hdl:21.14100/36ba4513-402b-49cf-9d9e-307063ee94f8,
CMIP6.CMIP.MRI.MRI-ESM2-0.1pctCO2,none,r1i1p1f1,Amon,pr,gn,20190308,hdl:21.14100/e78d1257-475f-4eed-8b56-6452cf258032,
CMIP6.CMIP.NCAR.CESM2.1pctCO2,none,r1i1p1f1,Amon,pr,gn,20190425,hdl:21.14100/c0c803ea-8bdf-4d25-ad1e-7c4cc28ad54a,
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.1pctCO2,none,r1i1p1f2,Amon,tas,gr,20180626,hdl:21.14100/fca38598-d98e-4309-b511-71848e255a8a,
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.1pctCO2,none,r1i1p1f2,Amon,pr,gr,20180626,hdl:21.14100/5bea37ed-073a-4c0a-be91-4e7f9be61e99,
CMIP6.CMIP.CAS.FGOALS-f3-L.1pctCO2,none,r1i1p1f1,Amon,tas,gr,20191020,hdl:21.14100/34139c8f-ba85-4c67-bc0f-5ded123e87bd,
CMIP6.CMIP.CAS.FGOALS-f3-L.1pctCO2,none,r1i1p1f1,Amon,pr,gr,20191020,hdl:21.14100/603fd4c1-c2c8-4227-91f0-d7535bf15f6b,
CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.1pctCO2,none,r1i1p1f1,Amon,tas,gn,20190710,hdl:21.14100/062520a0-f3d8-41bd-8b94-3fe0e4a6ab0e,
CMIP6.CMIP.NASA-GISS.GISS-E2-1-G.1pctCO2,none,r1i1p1f1,Amon,tas,gn,20180905,hdl:21.14100/ffb63c32-a5b1-498f-bf45-0130fe33a359,
CMIP6.CMIP.NUIST.NESM3.1pctCO2,none,r1i1p1f1,Amon,tas,gn,20190707,hdl:21.14100/161a4ca2-ee39-4bb6-8305-0b9056d197ed,
CMIP6.CMIP.NUIST.NESM3.1pctCO2,none,r1i1p1f1,Amon,pr,gn,20190707,hdl:21.14100/aedddfc3-2f5c-445b-9aa8-e52dadcb10b6,
CMIP6.CMIP.NCC.NorESM2-LM.1pctCO2,none,r1i1p1f1,Amon,tas,gn,20190815,hdl:21.14100/25950369-792f-40d9-a573-abb37e9ad8ec,
CMIP6.CMIP.NCC.NorESM2-LM.1pctCO2,none,r1i1p1f1,Amon,pr,gn,20190815,hdl:21.14100/8f4543cc-b756-4c5e-b93f-d308691e100c,
